Acetylene 90K, FTIR 4 wavenumber FWHM

      Microns         uncorrected reflectance
       2.233587       0.727765
       2.234549       0.732578
       2.235513       0.741558
       2.236477       0.754748
       2.237442       0.759652
       2.238408       0.759932
       2.239375       0.759609
       2.240343       0.759622
       2.241312       0.759255
       2.242281       0.757643
       2.243252       0.755694
       2.244223       0.753417
       2.245195       0.753455
       2.246168       0.753050
       2.247141       0.751612
       2.248116       0.750819
       2.249091       0.748889
       2.250067       0.746276
       2.251044       0.742882
       2.252022       0.739278
       2.253000       0.735091
       2.253980       0.731013
       2.254961       0.728213
       2.255942       0.723553
       2.256924       0.716106
       2.257907       0.708406
       2.258891       0.705805
       2.259876       0.709289
       2.260861       0.714392
       2.261847       0.720137
       2.262835       0.727407
       2.263823       0.734005
       2.264812       0.736827
       2.265802       0.736890
       2.266792       0.736007
       2.267784       0.736530
       2.268776       0.738776
       2.269770       0.739449
       2.270764       0.737798
       2.271759       0.736433
       2.272755       0.736576
       2.273752       0.736382
       2.274750       0.735234
       2.275748       0.733346
       2.276747       0.731797
       2.277748       0.732832
       2.278749       0.732027
       2.279751       0.727055
       2.280754       0.722373
       2.281758       0.719176
       2.282763       0.716384
       2.283768       0.714775
       2.284775       0.716084
       2.285782       0.717479
       2.286791       0.719211
       2.287800       0.721276
       2.288810       0.719565
       2.289821       0.712758
       2.290832       0.704284
       2.291845       0.699836
       2.292859       0.701842
       2.293873       0.709490
       2.294889       0.716821
       2.295905       0.720279
       2.296922       0.721363
       2.297940       0.719452
       2.298960       0.717448
       2.299979       0.718626
       2.301001       0.719466
       2.302022       0.719305
       2.303045       0.720501
       2.304068       0.721519
       2.305093       0.721694
       2.306118       0.721947
       2.307145       0.721582
       2.308172       0.720406
       2.309201       0.720028
       2.310230       0.719583
       2.311260       0.716024
       2.312290       0.711587
       2.313322       0.708069
       2.314355       0.704347
       2.315388       0.699137
       2.316423       0.691468
       2.317458       0.688175
       2.318495       0.692754
       2.319532       0.698370
       2.320570       0.701532
       2.321609       0.704238
       2.322650       0.705182
       2.323691       0.702209
       2.324733       0.698427
       2.325776       0.697806
       2.326820       0.697808
       2.327865       0.695780
       2.328910       0.693893
       2.329957       0.693095
       2.331005       0.691483
       2.332053       0.689113
       2.333103       0.688030
       2.334153       0.687474
       2.335205       0.684907
       2.336257       0.681742
       2.337310       0.679739
       2.338365       0.679307
       2.339420       0.677250
       2.340476       0.671864
       2.341533       0.668109
       2.342591       0.666177
       2.343650       0.662508
       2.344710       0.659678
       2.345771       0.657191
       2.346833       0.651739
       2.347896       0.646259
       2.348960       0.643053
       2.350024       0.638872
       2.351090       0.632605
       2.352157       0.626555
       2.353225       0.622789
       2.354293       0.618919
       2.355363       0.614557
       2.356434       0.610629
       2.357505       0.605540
       2.358577       0.601900
       2.359651       0.600086
       2.360726       0.596866
       2.361801       0.591516
       2.362878       0.587493
       2.363955       0.584615
       2.365033       0.580152
       2.366114       0.575151
       2.367194       0.571383
       2.368275       0.567145
       2.369358       0.563187
       2.370441       0.559515
       2.371525       0.554789
       2.372611       0.551459
       2.373697       0.548146
       2.374785       0.543586
       2.375873       0.541588
       2.376962       0.540725
       2.378052       0.538686
       2.379144       0.535341
       2.380236       0.533073
       2.381330       0.531615
       2.382424       0.528991
       2.383519       0.528323
       2.384615       0.530318
       2.385713       0.532221
       2.386811       0.532833
       2.387911       0.532278
       2.389011       0.530649
       2.390113       0.528381
       2.391215       0.526948
       2.392318       0.524979
       2.393423       0.521602
       2.394528       0.519771
       2.395635       0.519252
       2.396743       0.518496
       2.397851       0.518692
       2.398961       0.518593
       2.400071       0.518011
       2.401183       0.518273
       2.402296       0.517922
       2.403410       0.517983
       2.404524       0.519490
       2.405640       0.519681
       2.406757       0.518464
       2.407875       0.517660
       2.408994       0.518125
       2.410113       0.519383
       2.411234       0.520886
       2.412356       0.521432
       2.413479       0.521164
       2.414603       0.522136
       2.415729       0.525004
       2.416855       0.529234
       2.417982       0.533855
       2.419111       0.537750
       2.420240       0.540750
       2.421371       0.543715
       2.422502       0.546960
       2.423635       0.548458
       2.424768       0.548196
       2.425903       0.547431
       2.427038       0.544955
       2.428176       0.538698
       2.429314       0.529393
       2.430453       0.515642
       2.431592       0.490572
       2.432734       0.456060
       2.433876       0.421861
       2.435019       0.392117
       2.436163       0.365334
       2.437308       0.337610
       2.438454       0.304839
       2.439602       0.273917
       2.440750       0.259545
       2.441900       0.258423
       2.443051       0.254346
       2.444203       0.245824
       2.445355       0.239086
       2.446510       0.232784
       2.447665       0.225149
       2.448821       0.215851
       2.449978       0.202990
       2.451137       0.188447
       2.452296       0.177310
       2.453457       0.171129
       2.454618       0.170044
       2.455781       0.173765
       2.456945       0.179566
       2.458110       0.186557
       2.459276       0.197803
       2.460443       0.217647
       2.461612       0.248684
       2.462781       0.289433
       2.463952       0.333552
       2.465123       0.371071
       2.466296       0.399354
       2.467470       0.422651
       2.468645       0.442093
       2.469821       0.459184
       2.470998       0.473857
       2.472176       0.483119
       2.473356       0.489943
       2.474536       0.497428
       2.475718       0.502358
       2.476901       0.504249
       2.478085       0.506089
       2.479270       0.506422
       2.480456       0.503930
       2.481644       0.500542
       2.482832       0.498019
       2.484022       0.496415
       2.485213       0.494283
       2.486404       0.491615
       2.487597       0.488955
       2.488792       0.485238
       2.489987       0.481502
       2.491184       0.479422
       2.492381       0.476966
       2.493581       0.473920
       2.494781       0.469875
       2.495982       0.464105
       2.497184       0.457968
       2.498387       0.451237
       2.499592       0.447859
       2.500798       0.450027
