"ettime","spectrum"
506159222.82475,"{0.0638037,0.105785,0.153925,0.146951,0.100042,0.0691871,0.0583562,0.0559954,0.0715368,0.100467,0.135844,0.155019,0.114886,0.0683515,0.0355146,0.0305914,0.0197729,0.0254969,0.0318103,0.0473563,0.0566693,0.0616623,0.0812002,0.108309,0.126155,0.0647337,0.0376455,0.0287261,0.0212832,0.0190283,0.0174297,0.017239,0.022088,0.026081,0.028881,0.0309685,0.0378336,0.0414434,0.0480372,0.057379,0.0587339,0.0619268,0.0727213,0.0661265,0.0504507,0.042242,0.025694,0.0146469,0.0147528,0.0115302,0.0112643,0.0116915,0.0142483,0.0122742,0.0118596,0.0137453,0.0169388,0.0175274,0.0167435,0.0209116,0.0253035,0.0238909,0.0204941,0.0206672,0.0214993,0.0232404,0.0309056,0.0472816,0.05499,0.056061,0.0534045,0.0461953,0.0385068,0.0317523,0.0257643,0.0221632,0.0170815,0.0122594,0.0107659,0.00920254,0.00892029,0.00787224,0.00642981,0.00517019,0.00484006,0.00371926,0.00425061,0.00412649,0.0033232,0.00426824,0.00465401,0.00462893,0.00588479,0.00543737,0.00597335,0.00718642,0.00986432,0.0102153,0.00997163,0.00842672,0.0087957,0.00771937,0.00710747,0.00610855,0.0080683,0.0100127,0.0116535,0.0123737,0.0146388,0.0155962,0.0164447,0.0149697,0.0141019,0.0151469,0.0183558,0.0203567,0.0156969,0.0110569,0.0110347,0.0101265,0.0104851,0.0100751,0.0115702,0.0121405,0.0103701,0.00757862,0.00665116,0.0051362,0.00620336,0.00822787,0.00873288,0.00769738,0.00753778,0.00627727,0.00419406,0.00581299,0.00580096,0.00489703,0.0052162,0.00269992,0.00365476,0.00333638,0.00334577,0.00316123,0.00489003,0.00318751,0.00454615,0.00715979,0.00351447,0.00351862,0.00389897,0.00213925,0.00319851,0.00185064,0.00178008,0.00147287,0.00139773,0.0009466716,0.00246638,0.0017956,0.00200439,0.00268722,0.00333546,0.00273617,0.00215695,0.00288447,0.00407945,0.00368332,0.0050796,0.00459763,0.00388272,0.00256969,0.00317843,0.00485497,0.00328859,0.00206606,0.00410533,0.00203675,0.00604399,0.00246484,0.00412002,0.00146807,0.00514789,0.00422135,0.00234834,0.00341419,0.00348445,0.00303086,0.00348435,0.0036796,0.00590973,0.00185494,0.00465224,0.00385724,0.00208696,0.00394053,0.00371196,-0.0001937322,0.00420934,0.00306448,0.00208654,0.00452843,0.0021452,0.00328627,0.00334504,0.00473174,0.00354794,0.00120417,0.00510487,0.0055228,0.0040442,0.00281501,0.00152845,0.00309959,0.00243807,0.00307147,0.00611713,0.00315579,0.00291911,0.00332493,0.0420755,0.00693613,0.00338092,0.00538076,0.00372108,0.00542583,0.00886456,0.00781538,0.0054008,0.00561078,0.00976785,0.0076914,0.0112457,0.0079114,0.0471448,0.00986368,0.00767206,0.00364052,0.0115578,0.00580036,0.0120625,0.0119489,0.0168672,0.0146387,0.0167665,0.0184699,0.0366524,0.0141452,0.0300698,0.0181064,0.0191865,0.0141627,0.0183006,0.00858414,0.0208811,0.00366171}"
506154057.1461,"{0.0600507,0.0998801,0.146242,0.143255,0.0985655,0.0653117,0.0546792,0.0519327,0.0662538,0.092361,0.126524,0.14529,0.1118,0.064677,0.0366153,0.0307727,0.0179626,0.0223166,0.0281622,0.0414678,0.0506087,0.0545745,0.0721108,0.0967621,0.117555,0.061779,0.0348291,0.0264059,0.0192696,0.0174154,0.015849,0.0156025,0.0196305,0.0240701,0.0265951,0.0289456,0.0346855,0.0385858,0.0452703,0.0539276,0.0564179,0.0580757,0.0692036,0.0624922,0.04447,0.0343704,0.023419,0.0155174,0.0162161,0.0102796,0.0113434,0.0108774,0.0131225,0.0115441,0.0102322,0.0123566,0.0155708,0.01603,0.0153495,0.0184714,0.0223214,0.0219059,0.0186341,0.0189151,0.0193851,0.021665,0.0287704,0.0440266,0.0517107,0.0531457,0.0502052,0.0424479,0.0356992,0.0276241,0.0231846,0.0196232,0.016972,0.0116088,0.0102105,0.0085744,0.00814626,0.00714908,0.00534711,0.00484914,0.00393075,0.0032416,0.00444528,0.00361125,0.0041034,0.0042113,0.00368067,0.00399085,0.00518792,0.00496677,0.00599426,0.00753231,0.00940809,0.00898238,0.00859653,0.00858808,0.00839117,0.00657612,0.00645798,0.00509558,0.00751584,0.00988488,0.0107551,0.0129415,0.0132412,0.0154615,0.0160085,0.0152284,0.0131127,0.0143673,0.0181274,0.0194236,0.0150288,0.010882,0.010207,0.00993731,0.00957552,0.010195,0.0102283,0.0110629,0.0100999,0.00794941,0.00626521,0.0070994,0.00733425,0.00993484,0.00763922,0.00787055,0.00688504,0.00710472,0.00682966,0.00612497,0.00551989,0.0055445,0.00354208,0.00405055,0.00288519,0.00304652,0.00328899,0.00328366,0.00376938,0.00420878,0.00391747,0.00596688,0.00339401,0.00392679,0.00295232,0.00339088,0.00270235,0.0018724,0.0020217,0.00167927,0.0008459647,0.00187031,0.00203448,0.0013897,0.0020228,0.00276087,0.00152953,0.00280295,0.00263699,0.00255434,0.00262869,0.00301882,0.00365799,0.00321562,0.00325879,0.00302001,0.0028807,0.00417832,0.00331288,0.0032467,0.00313234,0.00358762,0.00358228,0.00121267,0.00194217,0.00484134,0.00208558,0.00389554,0.00264917,0.00423087,0.00411925,0.00440716,0.00390698,0.00446462,0.00422393,0.00459563,0.00403416,0.00433128,0.00551457,0.00412666,0.00147575,0.00672767,0.00213441,0.00230167,0.00377379,0.00344859,0.00297828,0.00466131,0.00254143,0.00348339,0.0007931999,0.00326248,0.00393778,0.00216435,0.00513395,0.004442,0.00497818,0.00213352,0.00158461,0.00397599,0.00510659,0.0053943,0.00358283,0.00420709,0.0428391,0.00436792,0.00387948,0.00392349,0.0119799,0.00319527,0.00624303,0.00588894,0.00654424,0.00555963,0.00619866,0.00805323,0.00755716,0.0109584,-0.00604153,0.00682109,0.00851224,0.00654123,0.00606357,0.00766509,0.0135128,0.0158485,0.0136509,0.0174487,0.015401,0.0198271,0.0211628,0.0141674,0.0245479,0.0137317,0.0114268,0.0143281,0.0154197,0.0129003,0.00299885,0.00581561}"
506154345.54827,"{0.0607514,0.101877,0.145281,0.142095,0.0994145,0.0670328,0.0558062,0.0530512,0.0667068,0.0931617,0.123636,0.140114,0.10993,0.0656388,0.0340027,0.0281116,0.0183806,0.0229914,0.0289347,0.0422429,0.0518886,0.0555249,0.0727317,0.0932367,0.111306,0.0614106,0.0353198,0.0269163,0.0197616,0.0176053,0.016233,0.016034,0.020145,0.024234,0.0263385,0.0298263,0.0352529,0.0393968,0.0453456,0.0538931,0.0557845,0.0572233,0.0674226,0.0616141,0.0454908,0.0340883,0.024923,0.0161383,0.0144049,0.0107936,0.00848598,0.0109764,0.0138443,0.0117153,0.0103124,0.0121674,0.016466,0.0161401,0.015865,0.0195081,0.0233735,0.0224914,0.018812,0.019416,0.0201343,0.0222111,0.0288265,0.0430747,0.0501468,0.0513922,0.0490183,0.0417927,0.037916,0.0283882,0.0242251,0.020433,0.0155621,0.0120563,0.00993388,0.0088118,0.00792126,0.00653694,0.00584944,0.00437602,0.00446617,0.00335419,0.00341412,0.00432054,0.00340881,0.00411603,0.00400838,0.00421517,0.00552078,0.00566818,0.00580731,0.00755873,0.00903787,0.00960506,0.00849812,0.00880396,0.00806065,0.00717616,0.00645793,0.00610736,0.00770428,0.00980575,0.0116287,0.0124438,0.0143287,0.0154716,0.0165003,0.0152346,0.0140747,0.0154577,0.0183196,0.0192046,0.0153139,0.0109777,0.0106758,0.00985378,0.0101042,0.0101983,0.0112066,0.0111248,0.0107645,0.00832848,0.00622027,0.00659823,0.00772269,0.00827338,0.00813765,0.00756833,0.00774431,0.00668258,0.00654656,0.00597991,0.0056054,0.00446974,0.00405024,0.00403155,0.00341389,0.00311093,0.00249423,0.00288664,0.00367014,0.00374045,0.0044653,0.00666682,0.00399624,0.00320966,0.00392613,0.00321195,0.00218398,0.00220494,0.00186147,0.00111669,0.0007273714,0.0007489062,0.0023594,0.0040854,0.00250125,0.00256507,0.00176914,0.00310223,0.00311906,0.00272093,0.00378212,0.00342713,0.00351975,0.00364358,0.00474787,0.00311111,0.00315164,0.00313373,0.00371979,0.00321705,0.00328833,0.00325711,0.00282594,0.00382484,-0.00300673,0.00317473,0.00454619,0.00262056,0.00468648,0.00337932,0.00414174,0.00424026,0.00422521,0.00500286,0.00434926,0.00367064,0.00518401,0.00374575,0.00376089,0.00458901,0.00387827,-0.0008733207,0.00398274,0.0024092,0.00411184,0.00162406,0.00426568,0.00346332,0.00264205,0.0036178,0.00279299,0.0038093,0.00293065,0.00500868,0.00414365,0.00315165,0.00220996,0.00438716,0.00220293,0.00460651,0.00469525,0.00470084,0.00356265,0.0049532,-0.00181848,0.00254699,0.00268526,0.00401805,0.00135837,0.00424504,0.00300211,0.00435739,0.00593356,0.00747945,0.00599611,0.00747955,0.00606532,0.00761603,-0.0189436,0.00606185,0.00457498,0.00640381,0.00482949,0.0064277,0.00990044,0.0152382,0.0155321,0.0175357,0.0200246,0.0167931,0.0173174,0.0179778,0.0186716,0.0172074,0.0133436,0.0141967,0.0101133,-0.00243952,0.0058528,-0.00662501}"
506159125.50905,"{0.0627838,0.104968,0.15602,0.14841,0.0988758,0.0679678,0.0573073,0.0551308,0.0700108,0.100722,0.139162,0.161665,0.116899,0.0672479,0.0348074,0.0300549,0.019663,0.0249718,0.0315153,0.0469173,0.0557543,0.0611143,0.082439,0.114134,0.133684,0.0652424,0.0372927,0.0284157,0.0212694,0.0187265,0.0174209,0.0170452,0.0219916,0.0258664,0.0285354,0.0307243,0.0370858,0.0406409,0.0481951,0.0580676,0.059924,0.0630041,0.0754943,0.0675773,0.0500814,0.0424791,0.0256795,0.014346,0.0156989,0.0108604,0.0124235,0.0108814,0.0141591,0.0123998,0.0112268,0.0134891,0.0167033,0.0174586,0.0166965,0.019745,0.0249795,0.0234475,0.0200817,0.0208002,0.0212315,0.0231841,0.0312421,0.0494445,0.0573842,0.0575624,0.055591,0.0469974,0.0388611,0.0322789,0.0252596,0.0218349,0.0178712,0.0124198,0.0109669,0.00841776,0.00906583,0.00805192,0.00638848,0.00487457,0.00459272,0.00344411,0.00422859,0.00436404,0.00382146,0.00422124,0.00414396,0.00488255,0.0062917,0.00585235,0.00629499,0.00829205,0.00948566,0.0101555,0.00963128,0.00892426,0.00879819,0.0068376,0.00628687,0.00665913,0.00802518,0.0098892,0.0118366,0.012463,0.0147731,0.016314,0.0165917,0.0154226,0.0136901,0.0149864,0.018155,0.0201526,0.0155796,0.0109364,0.0103785,0.00977909,0.0107093,0.010278,0.0107859,0.0110477,0.0103045,0.00782478,0.00760077,0.00501518,0.0062072,0.00731023,0.00793849,0.00799665,0.00707032,0.0065516,0.00551349,0.00658004,0.00615889,0.00482879,0.00472128,0.00437027,0.00326325,0.0028789,0.00337622,0.00256802,0.0043505,0.004023,0.00447699,0.00665782,0.00350072,0.00346226,0.00387913,0.00347661,0.0034758,0.00127033,0.00131649,0.00230691,0.00144693,0.00190205,0.00293387,0.0024535,0.00151968,0.0025992,0.00310645,0.00323783,0.00276584,0.0033476,0.00238402,0.0035735,0.0043755,0.00315008,0.00382838,0.00248657,0.00452244,0.00373996,0.00333871,0.00197258,0.0027042,0.00267698,0.0057199,0.0009857704,0.003698,0.00405001,0.00217728,0.00326186,0.00500858,0.00516732,0.00435183,0.00262241,0.00439471,0.00265149,0.00378537,0.00456385,0.00366258,0.00569533,0.00287537,0.00385485,0.00583086,-0.00133658,0.00402092,0.0039442,0.00520645,0.00311156,0.00316393,0.0032309,0.00454745,0.00470859,0.00241084,0.00245417,0.00376216,0.00224492,0.00265996,0.00405254,0.00861366,0.00703819,0.0012993,0.00143866,0.00586765,0.00432529,0.00128394,0.00311577,-0.037348,0.00162524,0.00344805,0.0051248,0.00536417,0.00547052,0.0110289,0.00563673,0.00902431,0.0093457,0.00583091,0.0110958,0.00752599,0.00743547,0.00962877,0.0114377,0.00951043,0.00958379,0.00570418,0.00763541,0.0139644,0.0119944,0.0185916,0.016672,0.0194054,0.0593146,0.0323058,0.0141375,0.00239562,0.00975149,0.0159673,0.0139159,0.0177107,0.012522,0.0103911,-4.108789e-16}"
506159222.49923,"{0.0636902,0.105966,0.152385,0.145381,0.0996195,0.0694925,0.0583396,0.0557388,0.0712877,0.0999427,0.133042,0.150782,0.112874,0.0681891,0.0355891,0.030496,0.0198334,0.0254183,0.0317803,0.0472802,0.0566314,0.061681,0.0801,0.104706,0.121428,0.0638327,0.0374496,0.0284701,0.0213071,0.0189732,0.01738,0.0170906,0.0220284,0.0259073,0.0290199,0.0310007,0.0378597,0.0412381,0.0478207,0.0566514,0.0579764,0.0608632,0.0709321,0.0651493,0.0502143,0.0418053,0.0247709,0.0148711,0.0147336,0.0115158,0.0103481,0.0122074,0.0142329,0.0122619,0.0116641,0.0135459,0.0169254,0.017704,0.0167309,0.0211026,0.0250797,0.0236836,0.0203,0.0204678,0.0216964,0.023446,0.030894,0.046431,0.053987,0.0546819,0.052579,0.045961,0.0382684,0.0313011,0.0255381,0.021736,0.0174872,0.0124734,0.0105289,0.00942518,0.00891359,0.00764763,0.00599911,0.00495237,0.00483584,0.00394529,0.00401063,0.00363723,0.00355815,0.00402731,0.00441629,0.00462188,0.00564098,0.00542768,0.00621327,0.00717135,0.00904625,0.0101912,0.0096784,0.00867675,0.00877349,0.00742557,0.00708879,0.00635884,0.00830511,0.00998351,0.0113601,0.0125963,0.0145913,0.0155438,0.0161042,0.0152016,0.0140484,0.0150868,0.0182793,0.0202677,0.0153553,0.0107291,0.0109789,0.00978467,0.0104281,0.0103214,0.0115038,0.0117523,0.0103081,0.00786182,0.00661093,0.00447458,0.00616551,0.00817745,0.00867898,0.00728537,0.00823642,0.00701316,0.00336732,0.00618593,0.00576367,0.00486526,0.00439081,0.00268225,0.00363067,0.00290472,0.00332289,0.00313926,0.00398054,0.00316479,0.00451339,0.00533081,0.00348879,0.00306142,0.00387014,0.00212335,0.00317461,0.00138852,0.00131391,0.00146172,0.00138713,0.00187897,0.00244764,0.00178194,0.00198913,0.00266672,0.00277574,0.00271525,0.00214043,0.00230087,0.00346985,0.00365496,0.00441815,0.00392839,0.00385297,0.00318745,0.00251061,0.00417429,0.0032632,0.00271186,0.0047415,0.00269455,0.00461582,0.0024455,0.00408728,0.00278267,0.00672832,0.00418656,0.00315934,0.00338581,0.00431922,0.00212491,0.0043405,0.0036486,0.00405373,0.00275883,0.00369016,0.00475764,0.0039539,0.00295334,0.00367997,-0.0001920565,0.00516733,0.00303776,0.00413646,0.00553381,0.00318919,0.00325687,0.00331491,0.00354449,0.00351527,0.00357877,0.00258865,0.00164786,0.00529865,0.00411741,-0.00262332,0.00446863,0.00241503,0.00304246,0.00458077,0.00312619,0.00441202,0.00486411,0.0496966,0.00687177,0.00167501,0.0053322,0.00368792,0.00537813,0.0033004,0.00774866,0.00351016,0.00370966,0.00782397,0.00576826,0.0111582,0.0097224,0.0430286,0.00609222,0.00947633,0.00171465,0.00765277,0.00768236,0.0119842,0.0118717,0.0188036,0.016623,0.0145252,0.022739,0.0318968,0.0163994,0.0274711,0.0204954,0.0242977,0.011315,0.0152537,0.0179896,0.0105444,0.00363987}"
506154248.5482,"{0.0605055,0.100286,0.145274,0.142063,0.098294,0.0652042,0.0549479,0.0523131,0.064415,0.0918485,0.124419,0.141438,0.109934,0.0644559,0.0336403,0.027766,0.018201,0.0225675,0.0282308,0.0415923,0.0509777,0.0545094,0.071137,0.0939708,0.112859,0.0609259,0.0360776,0.026343,0.0193008,0.0174708,0.0160902,0.0152651,0.019982,0.0239355,0.0264316,0.028849,0.0345082,0.0383204,0.0452831,0.0538258,0.0557014,0.0571362,0.0674967,0.0617082,0.0448061,0.0325902,0.0248516,0.0158076,0.0143815,0.0103038,0.0100784,0.0109551,0.0136078,0.0114674,0.0102939,0.0123886,0.0157219,0.0158704,0.0158288,0.0186903,0.0233284,0.0212456,0.0183146,0.0184315,0.019571,0.021371,0.0282225,0.0432308,0.0510063,0.0519838,0.0496489,0.0453899,0.0356576,0.0283475,0.023397,0.0205944,0.0164774,0.0112205,0.0104483,0.0085246,0.00790263,0.00728229,0.00535163,0.00461082,0.00420279,0.00334867,0.004215,0.00402806,0.00341081,0.00384894,0.00399902,0.00445834,0.00522859,0.00513665,0.00631738,0.00754763,0.00819654,0.00874684,0.00874112,0.00822165,0.00830907,0.00686778,0.00615196,0.00608659,0.00818987,0.00976076,0.011073,0.0121528,0.0140049,0.0148813,0.0164323,0.0148916,0.013739,0.0143426,0.0182118,0.0196203,0.0154923,0.0109366,0.010377,0.00953701,0.0100552,0.0101613,0.01088,0.011373,0.0104304,0.0077282,0.00661629,0.00656405,0.00730124,0.00792747,0.00842802,0.00753098,0.00802068,0.00665737,0.00686845,0.00631039,0.00557582,0.00513137,0.00470406,0.00334224,0.00371688,0.0034478,0.00423732,0.00324163,0.0043845,0.00334096,0.00445227,0.00846419,0.00360609,0.00427147,0.00354405,0.00391806,0.00217007,0.00257116,0.00222235,0.00149193,0.0007516593,0.00191202,0.00234702,0.00240696,0.00207336,0.00297671,0.00303781,0.00308566,0.00222288,0.00227237,0.00327828,0.00339326,0.00403228,0.00307972,0.00415912,0.00309197,0.00416007,0.00519628,0.00315845,0.0026618,0.00376566,0.00216267,0.00334883,0.00374781,0.00298947,0.00318545,0.00454255,0.00393197,0.00398012,0.00472595,0.00344367,0.00420893,0.00352911,0.00425917,0.00360514,0.00513269,0.00441618,0.00371675,0.00451011,0.00379451,0.00462217,0.00314064,0.0039582,0.00321548,0.00493083,0.00248274,0.00421614,0.00343842,0.00350093,0.00270789,0.00277938,0.00375975,0.00290842,0.0009848364,0.00202704,0.00417238,0.00324598,0.00328463,0.0022071,0.00453947,0.00347277,0.00350105,0.00715112,0.00368954,0.0100561,0.00384789,0.00262963,0.00134086,-2.799536e-05,0.00567782,0.00581463,0.00440515,0.00886357,0.00893311,0.00601576,0.00601672,0.00906984,0.00761877,0.00771341,0.00912378,0.00611897,0.00785849,0.00952104,0.00959145,0.0114999,0.0168526,0.0171767,0.015742,0.0144259,-0.0130161,0.0153698,0.0139436,0.0123996,0.0128339,0.0134809,0.0118788,0.0126734,0.013577,0.0147576,0.00947564}"
506154441.37472,"{0.06182,0.102184,0.146101,0.14298,0.100029,0.0668941,0.0562517,0.05346,0.0684905,0.093305,0.124282,0.140493,0.110005,0.0655722,0.0340834,0.0282648,0.018402,0.0229762,0.0288649,0.0426196,0.0517329,0.0554291,0.0719451,0.0934714,0.11165,0.0615123,0.0351406,0.0268265,0.0199668,0.0177449,0.0162885,0.0156164,0.0200519,0.0245037,0.0276175,0.0295046,0.0358616,0.0392898,0.0457572,0.0539421,0.0558349,0.0574836,0.0674091,0.0622705,0.0450106,0.0342405,0.0245772,0.0162911,0.0144842,0.0104479,0.0124778,0.0110912,0.0134687,0.0118261,0.0106723,0.0125254,0.0165616,0.0167067,0.015949,0.0203631,0.0236945,0.0225468,0.0193376,0.0190028,0.0204701,0.0220276,0.0288615,0.0445335,0.0502241,0.0512214,0.0488995,0.0431302,0.0357449,0.0287286,0.025055,0.0202303,0.0176678,0.0114415,0.0104028,0.00849719,0.00866681,0.00777657,0.00607707,0.00509003,0.00418733,0.00360693,0.00421331,0.00401519,0.00392287,0.00488644,0.00423924,0.00470476,0.0062294,0.00566513,0.0060465,0.00835973,0.00874473,0.00985048,0.00872596,0.00878085,0.00887293,0.0071528,0.00619162,0.00644144,0.00768905,0.0100429,0.0113456,0.0129474,0.0140267,0.0162566,0.0170109,0.0152096,0.0140535,0.0143548,0.0185108,0.0201939,0.0152813,0.0112232,0.0111744,0.010364,0.0106212,0.00991629,0.0114727,0.0119768,0.0101781,0.0083347,0.00621335,0.00659119,0.00848627,0.00857139,0.00845199,0.00819172,0.00707594,0.00735496,0.00653199,0.00633722,0.00452238,0.00481042,0.00437582,0.00402922,0.00373272,0.00383107,0.0032027,0.0039912,0.00364869,0.00411217,0.00483692,0.00701471,0.00434786,0.00429205,0.00319418,0.0035894,0.00292193,0.00296367,0.00110673,0.00265062,0.00189687,0.00194667,0.00315738,0.00322254,0.00334745,0.00256591,0.0026307,0.00266011,0.00221305,0.0032178,0.0032867,0.00441823,0.00402873,0.00361721,0.00366141,0.00363186,0.00418574,0.00261322,0.00317819,0.00323419,0.00323142,0.00327455,0.00394691,0.00283178,0.00626568,0.00430447,-3.584979e-05,0.0046389,0.00394886,0.00406145,0.00418236,0.00567639,0.00497776,0.00574028,0.00437141,0.00441099,0.00520677,0.00451747,0.00523419,0.00537701,0.0039224,0.00317022,0.00318734,0.00407615,0.00330878,0.00503444,0.00422042,0.00433049,0.00259442,0.00270785,0.00465624,0.00381028,0.00388161,0.0009798107,0.0030383,0.00525419,0.00318115,0.00331423,0.00676466,0.0045769,0.00583147,0.00587864,0.00473045,0.0062285,0.0215897,0.00649505,0.00393897,0.00682525,0.00551307,0.00853372,-0.0001606225,0.00888187,0.00890474,0.00598647,0.00599895,0.00756614,0.00910202,0.0107681,0.0150489,0.0107278,0.00923799,0.00478287,0.00629535,0.0128153,0.00981263,0.016935,0.0207597,0.0158265,0.0143414,0.0119631,0.00525901,0.0200315,0.0120081,0.0194686,0.0181543,0.0143197,0.015195,-0.0060041,0.0116147,0.0126271}"
506159221.33549,"{0.0632302,0.105251,0.15607,0.148336,0.0991584,0.0687324,0.0577119,0.0551495,0.0709658,0.100292,0.138673,0.160824,0.11678,0.0676027,0.0350573,0.0301485,0.0197268,0.0251211,0.0315392,0.0467792,0.0558708,0.0612468,0.0822373,0.113172,0.133002,0.0650626,0.037147,0.0284922,0.0211502,0.0189802,0.0172929,0.0168949,0.0218286,0.0257111,0.0284988,0.0306896,0.0373045,0.0412297,0.048054,0.058483,0.059646,0.0628749,0.0753359,0.0680091,0.0503392,0.0417676,0.025654,0.0143681,0.014547,0.0114841,0.00982289,0.0118293,0.014203,0.0124148,0.0116354,0.0135172,0.0168938,0.0174758,0.0164989,0.0206329,0.0247958,0.0236304,0.0202523,0.0205979,0.0208176,0.0229518,0.0310255,0.0490107,0.0577653,0.0587708,0.0558259,0.0479395,0.0394781,0.0316222,0.0254582,0.021662,0.0170241,0.0126522,0.0105022,0.00893363,0.00910801,0.00718824,0.00597049,0.00492694,0.00503379,0.00392227,0.00446849,0.00435129,0.003553,0.00447953,0.00416751,0.00460889,0.0056201,0.00563895,0.00596408,0.00691888,0.00901852,0.0104282,0.00911997,0.00865747,0.00876069,0.00740317,0.00544058,0.0061546,0.00802996,0.00969717,0.0113398,0.0125626,0.0148238,0.015797,0.0166528,0.0151744,0.0143174,0.01507,0.0182551,0.0199715,0.0153452,0.0109914,0.0106936,0.009501,0.0101296,0.0100124,0.0121103,0.0120655,0.00999682,0.00820258,0.00615004,0.00509348,0.0057364,0.00851965,0.00832385,0.00729134,0.00786143,0.00701015,0.0058303,0.00618204,0.00575968,0.00486077,0.00478222,0.0027036,0.00322574,0.00371804,0.00333706,0.00397535,0.00397601,0.003159,0.00450968,0.00400423,0.00349413,0.00305602,0.00387608,0.00300439,0.00315873,0.00227791,0.00223333,0.00190048,0.00138913,0.00188161,0.00292056,0.00183075,0.00200381,0.00265807,0.00435935,0.00217513,0.00270543,0.00285293,0.00347437,0.00364572,0.00440915,0.00390348,0.00514368,0.00255314,0.00252886,0.00410404,0.00326731,0.00269973,0.00473176,0.00269778,0.00519902,0.0024209,0.00400451,0.00142674,0.00424228,0.00334984,0.00237044,0.00254209,0.00259427,0.00313254,0.00436564,0.00363132,0.00485563,0.00368195,0.00461705,0.00474016,0.00391331,0.0048421,0.00372869,-0.0001461515,0.00512526,0.00405392,0.0041401,0.00546516,0.00319205,0.0043464,0.00442394,0.00581157,0.00351876,0.00358249,0.00503311,0.00538648,0.00527456,0.00409115,0.00424505,0.00440875,0.00251787,0.00301258,0.00603324,0.00309561,0.00597643,0.00326184,0.0771185,0.0084458,0.00670988,0.00702311,0.00541213,0.00538528,0.00705344,0.00952082,0.00355768,0.00371397,0.00961196,0.00945876,0.00930782,0.00964382,0.0554162,0.00781835,0.00757954,0.0169749,0.00957162,0.00768611,0.0119425,0.0159459,0.0146204,0.0166237,0.0167589,0.0110527,0.0318354,0.0117096,0.0296423,0.0178669,0.0162592,0.00848229,0.0151025,0.0307902,0.0172533,0.00363556}"
506154056.92231,"{0.0603665,0.0997436,0.145115,0.141579,0.0983168,0.0655761,0.0547494,0.0522135,0.0648134,0.0918292,0.123601,0.139907,0.109652,0.0645751,0.0337863,0.0277498,0.0181698,0.0224587,0.0279985,0.0413262,0.0509471,0.0545764,0.0708674,0.0926934,0.110958,0.0609076,0.034769,0.0262377,0.0193317,0.0172899,0.0158568,0.0155946,0.020049,0.023753,0.0266996,0.0290749,0.0346589,0.0385794,0.04465,0.0528934,0.0550756,0.0566494,0.0667957,0.0604049,0.0443377,0.0333078,0.0270444,0.0161449,0.0153473,0.0100367,0.0128272,0.0113221,0.0132551,0.0113242,0.0103337,0.0121228,0.0157224,0.0165429,0.01587,0.018258,0.0225278,0.0217462,0.0184607,0.0190824,0.0195537,0.0210555,0.0286094,0.0424794,0.0503373,0.0511047,0.0487863,0.0412465,0.035188,0.0274455,0.0233553,0.0194012,0.0170921,0.0116893,0.0098827,0.00823649,0.00819923,0.0068225,0.00538033,0.00451928,0.00432,0.00326029,0.0036911,0.00283654,0.00373721,0.00385347,0.00406827,0.00437602,0.00557982,0.00498925,0.00602058,0.00796214,0.00904397,0.00901814,0.00903234,0.00862022,0.00842164,0.00659922,0.00608531,0.0051122,0.00753949,0.00991484,0.011527,0.0126054,0.0136583,0.0155016,0.0164444,0.0148669,0.0135387,0.0140088,0.0181659,0.0198327,0.0150584,0.0109025,0.0109687,0.00957628,0.00998005,0.0102117,0.0106436,0.0110799,0.010115,0.00796105,0.00748697,0.00710923,0.00790765,0.0103949,0.00810652,0.00788006,0.00783368,0.00711277,0.00633376,0.00613147,0.0060365,0.00504845,0.00403761,0.0040542,0.00338277,0.00304899,0.00225663,0.00223041,0.00377193,0.00312417,0.00446332,0.00597017,0.00392371,0.00444971,0.00347214,0.00287078,0.00270323,0.00187293,0.00256419,0.0016796,0.0008460953,0.00243088,0.00260685,0.0008017655,0.00202279,0.00276075,0.0015294,0.00280262,0.001986,0.00321944,0.00262811,0.00372709,0.00439381,0.00321468,0.00325775,0.00226521,0.00363959,0.00341745,0.0025421,0.0032451,0.00391627,0.00358582,0.0003312879,0.00121211,-0.00242737,0.00328749,0.00303195,0.00197718,0.00361704,0.00422936,0.00512539,0.00440578,0.00390584,0.00446343,0.00527617,0.00459464,0.00403341,0.00433057,0.00661296,0.00301464,0.00373021,0.00329627,0.00329196,0.00347951,0.00377359,0.00223483,0.00421145,0.00340271,0.00254142,0.00215962,0.00349987,0.00326261,0.00535808,0.0007002314,0.0051342,0.00444207,0.00339346,0.00213342,0.00158448,0.00397554,0.00510587,0.00368475,0.00532474,0.00420622,0.0391556,0.0024892,0.0058045,0.00789083,0.0140082,0.00319443,0.00836651,0.00588741,0.0065426,0.00773488,0.00839371,0.0080514,0.00755553,0.00872655,-0.030812,0.00904182,0.0085109,0.00424022,0.00606283,0.0100052,0.0135118,0.0183155,0.0136521,0.0148889,0.0180449,0.0198335,0.023985,0.0200171,0.0215458,0.0168775,0.0147241,0.0143397,0.0154335,0.0169116,0.0116613,0.010465}"
